l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z,label
0.34302330017089844,1.0,1.1489405551401433e-06,0.5657128691673279,0.9741536378860474,-0.04472455382347107,0.7118377685546875,0.9278603792190552,-0.07794109731912613,0.7084400057792664,0.9443298578262329,-0.11199309676885605,0.7586421370506287,0.9426491856575012,-0.14503085613250732,0.6857692003250122,0.6246255040168762,-0.06745312362909317,0.8363928198814392,0.39316919445991516,-0.11892803758382797,0.9298627376556396,0.2541840076446533,-0.1459425836801529,1.0,0.1293172836303711,-0.15870951116085052,0.4098942279815674,0.5981253981590271,-0.07506939768791199,0.34252968430519104,0.3277590274810791,-0.13727940618991852,0.3617575764656067,0.15372653305530548,-0.16726429760456085,0.3843347132205963,0.0,-0.17537473142147064,0.18687967956066132,0.6425508260726929,-0.08572769165039062,0.129537895321846,0.6734047532081604,-0.1585092842578888,0.2785731256008148,0.8232041001319885,-0.16838088631629944,0.39722520112991333,0.9144864082336426,-0.15047083795070648,0.015859153121709824,0.7287323474884033,-0.0989518091082573,0.0,0.7831358909606934,-0.14378949999809265,0.12498021125793457,0.8878909945487976,-0.136829674243927,0.22510188817977905,0.9529341459274292,-0.11698939651250839,click_izquierdo
0.35387223958969116,1.0,1.425503910468251e-06,0.5549756288528442,0.983049213886261,-0.05134626850485802,0.6919691562652588,0.9506044983863831,-0.09380558878183365,0.6766442060470581,0.9699770212173462,-0.1360636055469513,0.6843973994255066,0.9745517373085022,-0.17833110690116882,0.6877371072769165,0.6188996434211731,-0.0805623009800911,0.8506813049316406,0.3877904713153839,-0.13807463645935059,0.9355765581130981,0.24356786906719208,-0.1701209545135498,1.0,0.11949924379587173,-0.18592998385429382,0.420563668012619,0.6029742956161499,-0.08776787668466568,0.38291436433792114,0.3205288052558899,-0.1518295258283615,0.39613863825798035,0.147352397441864,-0.18356004357337952,0.41150644421577454,0.0,-0.19329112768173218,0.19175571203231812,0.6519652009010315,-0.09799940884113312,0.15530583262443542,0.6421936750411987,-0.17326663434505463,0.2773291766643524,0.8028803467750549,-0.18107222020626068,0.367240846157074,0.9032338261604309,-0.1620202511548996,0.015360847115516663,0.7435477375984192,-0.11085257679224014,0.0,0.7674940824508667,-0.1602679342031479,0.11215902119874954,0.8870830535888672,-0.15060703456401825,0.19126875698566437,0.9628504514694214,-0.12767784297466278,click_izquierdo
0.3845008313655853,1.0,1.3907372249377659e-06,0.610400915145874,0.9788325428962708,-0.041950859129428864,0.7293561697006226,0.9224684238433838,-0.07630664110183716,0.5659194588661194,0.9401492476463318,-0.11286117881536484,0.3855488896369934,0.9532233476638794,-0.15081976354122162,0.6889837384223938,0.624434232711792,-0.06278964132070541,0.8362299799919128,0.40305253863334656,-0.11672710627317429,0.9282751083374023,0.263300359249115,-0.14764012396335602,1.0,0.1430647224187851,-0.16303548216819763,0.4267299175262451,0.6047505140304565,-0.07550713419914246,0.3848588466644287,0.3322497308254242,-0.1348157376050949,0.39429688453674316,0.15398235619068146,-0.1674448698759079,0.4033920466899872,0.0,-0.17823374271392822,0.20613355934619904,0.6558168530464172,-0.09131663292646408,0.14207033812999725,0.627895712852478,-0.16726332902908325,0.2718539834022522,0.7880983352661133,-0.18014946579933167,0.37228041887283325,0.8909623622894287,-0.16374757885932922,0.036803558468818665,0.7509228587150574,-0.10866689682006836,0.0,0.7833831906318665,-0.1629529893398285,0.11871480941772461,0.903851330280304,-0.15724819898605347,0.2106676697731018,0.9827907085418701,-0.1361960619688034,click_izquierdo
0.31285765767097473,1.0,1.4252849496187991e-06,0.5765396952629089,0.9794959425926208,-0.04540316015481949,0.7260442972183228,0.903252899646759,-0.0775967463850975,0.5260325074195862,0.8900903463363647,-0.11090568453073502,0.27541661262512207,0.8880793452262878,-0.14499782025814056,0.6999775171279907,0.6097807288169861,-0.055325206369161606,0.8560919165611267,0.3918642997741699,-0.10349705070257187,0.9372875094413757,0.25653454661369324,-0.13127754628658295,1.0,0.13837096095085144,-0.14576959609985352,0.4391927421092987,0.5849864482879639,-0.06661317497491837,0.4286435842514038,0.3260100185871124,-0.11868578940629959,0.4290500283241272,0.15223298966884613,-0.1500604748725891,0.42574000358581543,0.0,-0.16176971793174744,0.206589013338089,0.6358602046966553,-0.08162614703178406,0.17580412328243256,0.5783400535583496,-0.1547888070344925,0.27054956555366516,0.7403473854064941,-0.167869433760643,0.3378819525241852,0.847369909286499,-0.15302424132823944,0.004947558045387268,0.7319995760917664,-0.09857142716646194,0.0,0.762410044670105,-0.155522882938385,0.10713888704776764,0.877720296382904,-0.15321804583072662,0.18936610221862793,0.9520336389541626,-0.134830504655838,click_izquierdo
0.3510621190071106,1.0,1.3448012623484829e-06,0.5932918787002563,0.9629191160202026,-0.041922297328710556,0.6916773319244385,0.8716159462928772,-0.07073203474283218,0.43614888191223145,0.8529712557792664,-0.10159231722354889,0.2000373899936676,0.8435659408569336,-0.13232314586639404,0.6739466786384583,0.5873191952705383,-0.04521149396896362,0.8364883661270142,0.3831944763660431,-0.09071041643619537,0.9306612014770508,0.2520652115345001,-0.11662975698709488,1.0,0.14358754456043243,-0.12990112602710724,0.4075443148612976,0.573448896408081,-0.05698421970009804,0.38834166526794434,0.30888786911964417,-0.10779427736997604,0.3958508372306824,0.13926786184310913,-0.13776090741157532,0.40042638778686523,0.0,-0.14804960787296295,0.18161772191524506,0.628568708896637,-0.07338394969701767,0.1487157940864563,0.553191065788269,-0.14871062338352203,0.2595489025115967,0.7016698718070984,-0.16674596071243286,0.34019163250923157,0.8047589063644409,-0.15395721793174744,0.0,0.725079357624054,-0.09102653712034225,0.03142116963863373,0.7273185849189758,-0.1504776030778885,0.15424677729606628,0.8360763788223267,-0.1526130586862564,0.24496427178382874,0.9092103838920593,-0.13686826825141907,click_izquierdo
0.279448002576828,1.0,1.3112706938045449e-06,0.5418640971183777,0.957499623298645,-0.044201288372278214,0.6902306079864502,0.8535309433937073,-0.07153671979904175,0.4894735515117645,0.8258985280990601,-0.1006435826420784,0.24684305489063263,0.8107049465179443,-0.12908229231834412,0.6788581013679504,0.5711444616317749,-0.03779330849647522,0.8462477326393127,0.3729594051837921,-0.08284759521484375,0.9340593814849854,0.24617035686969757,-0.10863233357667923,1.0,0.1382196843624115,-0.12191043794155121,0.4276239275932312,0.5516043305397034,-0.048814330250024796,0.42123356461524963,0.3070559501647949,-0.10031935572624207,0.426862508058548,0.14485520124435425,-0.13132579624652863,0.4195573329925537,0.0,-0.14197170734405518,0.2001054584980011,0.6015048027038574,-0.06524836272001266,0.17775018513202667,0.5372734665870667,-0.14112728834152222,0.2910820245742798,0.6950411200523376,-0.15782928466796875,0.3602399230003357,0.7920982837677002,-0.14409349858760834,0.0,0.6934407949447632,-0.08369175344705582,0.03275209665298462,0.7221875786781311,-0.14336898922920227,0.14206558465957642,0.8350280523300171,-0.14669369161128998,0.2095053791999817,0.897564172744751,-0.13212896883487701,click_izquierdo
0.261523962020874,1.0,1.2409632290655281e-06,0.5320454835891724,0.9503317475318909,-0.04426728934049606,0.6680595278739929,0.8486713171005249,-0.07094834744930267,0.4507675766944885,0.8024601340293884,-0.09903407841920853,0.18464119732379913,0.8044450879096985,-0.12636153399944305,0.6717345118522644,0.5658745765686035,-0.03871559351682663,0.8382948040962219,0.3629225790500641,-0.08060240000486374,0.9406300187110901,0.23784901201725006,-0.1050775796175003,1.0,0.13014082610607147,-0.11879151314496994,0.41830989718437195,0.5443525314331055,-0.0484534315764904,0.41888248920440674,0.29597198963165283,-0.09671179205179214,0.42984825372695923,0.13771826028823853,-0.12478908151388168,0.42648327350616455,0.0,-0.13532927632331848,0.20004990696907043,0.5952157378196716,-0.06339562684297562,0.1686692088842392,0.5101587772369385,-0.13255010545253754,0.2773291766643524,0.66905677318573,-0.14541620016098022,0.35550105571746826,0.7695556879043579,-0.13126038014888763,0.0,0.6927955746650696,-0.0806041732430458,0.015803901478648186,0.6679940819740295,-0.13158950209617615,0.12391084432601929,0.7734455466270447,-0.12887752056121826,0.200672447681427,0.8460900783538818,-0.11229809373617172,click_izquierdo
0.2725168764591217,1.0,1.1986328445345862e-06,0.5449121594429016,0.9606157541275024,-0.04489162936806679,0.700527012348175,0.8564556241035461,-0.0712096318602562,0.5127618908882141,0.8125041723251343,-0.09977763891220093,0.24216200411319733,0.7882435917854309,-0.1274017095565796,0.6777188777923584,0.560741662979126,-0.03280557692050934,0.8422010540962219,0.36692723631858826,-0.07420295476913452,0.9363755583763123,0.24251869320869446,-0.09862153977155685,1.0,0.13749897480010986,-0.1124676764011383,0.4234342575073242,0.5415302515029907,-0.04499370977282524,0.42370885610580444,0.29737454652786255,-0.09387587010860443,0.43878793716430664,0.13645461201667786,-0.12317339330911636,0.4384785294532776,0.0,-0.13416112959384918,0.20005115866661072,0.5936191082000732,-0.06338042765855789,0.17470143735408783,0.4982423484325409,-0.14194317162036896,0.28629279136657715,0.6646601557731628,-0.16062946617603302,0.3562193214893341,0.7759752869606018,-0.14800043404102325,0.0,0.6936306953430176,-0.08368043601512909,0.030215652659535408,0.6811153888702393,-0.14864028990268707,0.14205874502658844,0.7985343933105469,-0.15488645434379578,0.21340765058994293,0.8828545212745667,-0.14221513271331787,click_izquierdo
0.23385405540466309,1.0,1.2026426929878653e-06,0.5008217096328735,0.9627202749252319,-0.043991267681121826,0.6781386137008667,0.8567931056022644,-0.06824561208486557,0.48543956875801086,0.8118441700935364,-0.09445938467979431,0.2133866548538208,0.7892528176307678,-0.11960113048553467,0.6729184985160828,0.5673118829727173,-0.03173911198973656,0.846845269203186,0.3712749779224396,-0.07177208364009857,0.9380860924720764,0.246052086353302,-0.09385722875595093,1.0,0.14013920724391937,-0.10606330633163452,0.4169384837150574,0.5396616458892822,-0.04352390766143799,0.4248964190483093,0.29291725158691406,-0.0906667411327362,0.4508008658885956,0.13545894622802734,-0.11831527203321457,0.4606066644191742,0.0,-0.12782016396522522,0.19180256128311157,0.5861796736717224,-0.061412543058395386,0.1870594173669815,0.5077614188194275,-0.13884790241718292,0.283781498670578,0.6771112084388733,-0.15840496122837067,0.33566418290138245,0.7847603559494019,-0.14652329683303833,0.0,0.680130660533905,-0.08121805638074875,0.040152136236429214,0.7038650512695312,-0.14718583226203918,0.13811804354190826,0.8265653252601624,-0.1565708965063095,0.1934819370508194,0.9039019346237183,-0.1459151804447174,click_izquierdo
0.2225421518087387,1.0,1.097084350476507e-06,0.49635303020477295,0.9600619077682495,-0.04054137319326401,0.6705542206764221,0.8489603400230408,-0.0632919892668724,0.4747339189052582,0.7980215549468994,-0.08865292370319366,0.20932604372501373,0.7748953104019165,-0.11285200715065002,0.6763463616371155,0.5613879561424255,-0.027423396706581116,0.8486220240592957,0.3698640763759613,-0.06530651450157166,0.9387948513031006,0.24615420401096344,-0.087730273604393,1.0,0.139771968126297,-0.10121713578701019,0.42025676369667053,0.5344329476356506,-0.04057450219988823,0.4287705421447754,0.2891557812690735,-0.08588492125272751,0.45511594414711,0.13462893664836884,-0.11399984359741211,0.4641338586807251,0.0,-0.1250160187482834,0.1942080408334732,0.5798892378807068,-0.05939017981290817,0.1963876634836197,0.48375359177589417,-0.13372379541397095,0.29979807138442993,0.6490052938461304,-0.15186668932437897,0.3497666120529175,0.7572904825210571,-0.1405710130929947,0.0,0.6745209097862244,-0.08010436594486237,0.0604061558842659,0.6753230690956116,-0.14323464035987854,0.1653243750333786,0.7947223782539368,-0.15081806480884552,0.2175327092409134,0.8752209544181824,-0.13991594314575195,click_izquierdo
